status_pedido;nota_fiscal;pedido_id;data_do_pedido;data_de_faturamento;canal_de_vendas;cod_representante;representante;cnpj_pdv;centro_distribuicao;uf_centro_distribuicao;ean;sku_produto;produto;quantidade_solicitada;quantidade_atendida;quantidade_faturada;quantidade_cancelada;preco_unitario_com_imposto;preco_unitario_sem_imposto;desconto_digitado;desconto_aplicado_em_nota;valor_total_solicitado_com_imposto;valor_total_solicitado_sem_imposto;total_atendido_sem_imposto;total_atendido_com_imposto;valor_faturado
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004710891;10425;Ácido Acetilsalicílico 100 mg Caixa 30 Comprimidos;1;1;1;0;10,61;8,02;0,00;24,43;10,61;8,02;8,02;10,61;8,02
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004718828;10646;Alprazolam 1 mg Caixa 30 Comprimidos;5;5;5;0;23,49;3,80;0,00;83,83;117,45;18,99;18,99;117,45;18,99
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004718842;10648;Alprazolam 2 mg Caixa 30 Comprimidos;2;2;2;0;66,20;7,41;0,00;88,80;132,40;14,83;14,83;132,40;14,83
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004700458;11037;Amoxicilina 250mg/5ml Frasco 150 ml Pó Para Suspensão Oral + Copo;1;1;1;0;25,69;9,76;0,00;62,01;25,69;9,76;9,76;25,69;9,76
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004719597;10690;Amoxicilina + Clavulanato 875+125 mg Caixa 14 Comprimidos Revestidos;3;3;3;0;145,76;46,03;0,00;68,42;437,28;138,09;138,09;437,28;138,09
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004705873;10244;Atenolol 50 mg Caixa 30 Comprimidos;2;2;2;0;20,56;3,51;0,00;82,95;41,12;7,01;7,01;41,12;7,01
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004784076;11515;Bilastina 20 mg Caixa 15 Comprimidos;1;1;1;0;36,03;20,73;0,00;42,46;36,03;20,73;20,73;36,03;20,73
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004722177;10818;Bisoprolol 2.5 mg Caixa 30 Comprimidos Revestidos;2;2;2;0;38,85;19,67;0,00;49,36;77,70;39,35;39,35;77,70;39,35
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004752525;11361;Cetoprofeno 150 mg Caixa 10 Comprimidos de Liberação Prolongada;2;2;2;0;41,09;6,27;0,00;84,74;82,18;12,54;12,54;82,18;12,54
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004727233;10904;Ciclopirox Olamina 10 mg/ml Frasco 15 ml Solução Tópica;2;0;0;2;27,50;7,99;0,00;0,00;55,00;15,97;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004712932;10517;Clonazepam 2.5 mg/ml Frasco 20 ml Gotas;2;2;2;0;14,28;4,71;0,00;66,99;28,56;9,43;9,43;28,56;9,43
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004769622;11772;Desloratadina 0.5 mg/ml Frasco 60 ml Xarope;1;1;1;0;36,76;8,56;0,00;76,71;36,76;8,56;8,56;36,76;8,56
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004720784;10764;Dexclorfeniramina 10 mg/g Bisnaga 30 g Creme;2;0;0;2;13,69;6,90;0,00;0,00;27,38;13,80;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004705057;10216;Diclofenaco Dietilamônio 11.6 mg/g Bisnaga 60 g Gel;2;2;2;0;13,88;9,13;0,00;34,25;27,76;18,25;18,25;27,76;18,25
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004782546;11964;Dipirona Monoidratada 1 g Caixa 10 Comprimidos;9;0;0;9;18,36;7,08;0,00;0,00;165,24;63,68;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004777535;11927;Fexofenadina 120 mg Caixa 10 Comprimidos Revestidos;2;0;0;2;44,23;6,95;0,00;0,00;88,46;13,91;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004777559;11929;Fexofenadina 180 mg Caixa 10 Comprimidos Revestidos;1;0;0;1;63,49;9,70;0,00;0,00;63,49;9,70;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004706405;10282;Finasterida 1 mg Caixa 30 Comprimidos Revestidos;2;0;0;2;62,26;13,35;0,00;0,00;124,52;26,71;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004762319;11366;Gliclazida 30 mg Caixa 30 Comprimidos de Liberação Prolongada;1;0;0;1;22,76;7,77;0,00;0,00;22,76;7,77;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004762364;11594;Gliclazida 60 mg Caixa 60 Comprimidos de Liberação Prolongada;1;1;1;0;92,91;44,75;0,00;51,83;92,91;44,75;44,75;92,91;44,75
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004708058;10346;Itraconazol 100 mg Caixa 4 Cápsulas;3;0;0;3;44,36;5,15;0,00;0,00;133,08;15,46;0,00;0,00;0,00
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004754154;11386;Metilfenidato 10 mg Caixa 30 Comprimidos;2;2;2;0;26,83;18,89;0,00;29,59;53,66;37,78;37,78;53,66;37,78
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004715537;10584;Mometasona 1 mg/g Bisnaga 20 g Creme;1;1;1;0;32,03;13,26;0,00;58,60;32,03;13,26;13,26;32,03;13,26
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004750620;11332;Olmesartana + Anlodipino 40+10 mg Caixa 30 Comprimidos Revestidos;1;1;1;0;50,08;27,34;0,00;45,41;50,08;27,34;27,34;50,08;27,34
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004750637;11333;Olmesartana + Anlodipino 40+5 mg Caixa 30 Comprimidos Revestidos;1;1;1;0;50,08;29,04;0,00;42,02;50,08;29,04;29,04;50,08;29,04
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004773339;11879;Pregabalina 75 mg Caixa 30 Cápsulas;1;1;1;0;82,61;9,88;0,00;88,04;82,61;9,88;9,88;82,61;9,88
Faturado parcial;361980-8ZG0X;9281085;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000527;MEDCENTRO;TO;7896004721125;10787;Sibutramina 15 mg Caixa 30 Cápsulas;1;1;1;0;76,60;14,30;0,00;81,33;76,60;14,30;14,30;76,60;14,30
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004722122;10815;Aceclofenaco 100 mg Caixa 12 Comprimidos Revestidos;1;1;1;0;40,34;10,26;0,00;74,56;40,34;10,26;10,26;40,34;10,26
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004715292;10579;Acetilcisteína 20mg/ml Frasco 120 ml Xarope Pediátrico;1;1;1;0;32,72;10,77;0,00;67,08;32,72;10,77;10,77;32,72;10,77
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004700984;10083;Cetoconazol 20 mg/g Frasco 100 ml Shampoo Anticaspa;2;2;2;0;57,69;22,84;0,00;60,41;115,38;45,68;45,68;115,38;45,17
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004712147;10482;Dexametasona 4 mg Caixa 10 Comprimidos;1;1;1;0;12,98;4,89;0,00;62,35;12,98;4,89;4,89;12,98;4,89
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004704623;10198;Dexclorfeniramina + Betametasona 0.4+0.05 mg/ml Frasco 120 ml Xarope;1;1;1;0;20,37;7,42;0,00;63,59;20,37;7,42;7,42;20,37;7,42
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004706795;10302;Losartana Potássica 50 mg Caixa 30 Comprimidos Revestidos;10;10;10;0;17,74;2,23;0,00;87,44;177,40;22,28;22,28;177,40;22,28
Faturado;46660010-CTGHW;9281185;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PROFARMA;DF;7896004742199;11190;Tibolona 2.5 mg Caixa 30 Comprimidos;2;2;2;0;65,74;27,46;0,00;58,23;131,48;54,92;54,92;131,48;54,92
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004727776;10915;Amitriptilina 25 mg Caixa 30 Comprimidos Revestidos;1;1;1;0;18,59;5,67;0,00;71,51;18,59;5,67;5,67;18,59;5,30
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004704364;10168;Cefalexina 250mg/5ml Frasco 100 ml Suspensão Oral + Copo;2;0;0;2;55,00;23,44;0,00;0,00;110,00;46,87;0,00;0,00;0,00
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004711423;10448;Clotrimazol 10 mg/g Bisnaga 35 g Creme Vaginal + 6 Aplicadores;2;2;2;0;52,16;20,77;0,00;62,18;104,32;41,54;41,54;104,32;39,45
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004769684;11773;Desloratadina 0.5 mg/ml Frasco 100 ml Xarope;2;2;2;0;64,48;14,46;0,00;79,57;128,96;28,93;28,93;128,96;26,35
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004712147;10482;Dexametasona 4 mg Caixa 10 Comprimidos;1;1;1;0;12,98;4,89;0,00;64,35;12,98;4,89;4,89;12,98;4,63
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004758114;11480;Mirtazapina 15 mg Caixa 30 Comprimidos Orodispersíveis;2;2;2;0;66,90;35,49;0,00;48,95;133,80;70,98;70,98;133,80;68,30
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004704043;10178;Nimesulida 50 mg/ml Frasco 15 ml Gotas;1;1;1;0;27,43;6,87;0,00;76,97;27,43;6,87;6,87;27,43;6,32
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004756431;11427;Paracetamol + Codeína 500+30 mg Caixa 36 Comprimidos;1;1;1;0;63,73;28,44;0,00;57,38;63,73;28,44;28,44;63,73;27,16
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004759593;11512;Sertralina 100 mg Caixa 30 Comprimidos Revestidos;1;1;1;0;171,59;21,40;0,00;89,53;171,59;21,40;21,40;171,59;17,97
Faturado parcial;580872-TF9FE;9281186;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;PANPHARMA;GO;7896004777184;11922;Tramadol 100 mg Caixa 10 Comprimidos de Liberação Prolongada;2;2;2;0;82,96;59,53;0,00;30,24;165,92;119,06;119,06;165,92;115,75
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004700458;11037;Amoxicilina 250mg/5ml Frasco 150 ml Pó Para Suspensão Oral + Copo;2;2;2;0;25,69;9,76;0,00;62,01;51,38;19,52;19,52;51,38;19,52
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004703428;10125;Amoxicilina + Clavulanato 250+62.5mg/5ml Frasco 75 ml Pó P/ Susp. Oral + Copo;4;4;4;0;56,65;21,48;0,00;62,08;226,60;85,93;85,93;226,60;85,93
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004703312;10137;Anlodipino 10 mg Caixa 30 Comprimidos;1;1;1;0;49,84;7,42;0,00;85,11;49,84;7,42;7,42;49,84;7,42
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004722177;10818;Bisoprolol 2.5 mg Caixa 30 Comprimidos Revestidos;1;1;1;0;38,85;19,67;0,00;49,36;38,85;19,67;19,67;38,85;19,67
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004701233;10089;Bromoprida 4 mg/ml Frasco 20 ml Gotas;1;1;1;0;17,66;5,16;0,00;70,78;17,66;5,16;5,16;17,66;5,16
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004758268;11485;Budesonida 32 mcg Frasco 120 Doses Suspensão Spray Nasal;2;2;2;0;22,59;13,72;0,00;39,25;45,18;27,45;27,45;45,18;27,45
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004758275;11486;Budesonida 64 mcg Frasco 120 Doses Suspensão Spray Nasal;1;1;1;0;27,40;19,03;0,00;30,55;27,40;19,03;19,03;27,40;19,03
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004700571;10066;Carbocisteína 50 mg/ml Frasco 100 ml Xarope Adulto;1;1;1;0;30,21;12,85;0,00;57,46;30,21;12,85;12,85;30,21;12,85
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004731285;10978;Carvedilol 6.25 mg Caixa 30 Comprimidos;2;2;2;0;45,41;5,12;0,00;88,73;90,82;10,24;10,24;90,82;10,24
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004752525;11361;Cetoprofeno 150 mg Caixa 10 Comprimidos de Liberação Prolongada;1;1;1;0;41,09;6,27;0,00;84,74;41,09;6,27;6,27;41,09;6,27
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004727233;10904;Ciclopirox Olamina 10 mg/ml Frasco 15 ml Solução Tópica;1;0;0;1;27,50;7,99;0,00;0,00;27,50;7,99;0,00;0,00;0,00
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004712932;10517;Clonazepam 2.5 mg/ml Frasco 20 ml Gotas;1;1;1;0;14,28;4,71;0,00;66,99;14,28;4,71;4,71;14,28;4,71
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004769622;11772;Desloratadina 0.5 mg/ml Frasco 60 ml Xarope;3;3;3;0;36,76;8,56;0,00;76,71;110,28;25,68;25,68;110,28;25,68
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004754949;11394;Duloxetina 30 mg Caixa 30 Cápsulas de Liberação Retardada;1;1;1;0;62,98;33,22;0,00;47,25;62,98;33,22;33,22;62,98;33,22
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004708942;10370;Espironolactona 25 mg Caixa 30 Comprimidos;1;1;1;0;22,21;6,86;0,00;69,13;22,21;6,86;6,86;22,21;6,86
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004754154;11386;Metilfenidato 10 mg Caixa 30 Comprimidos;2;2;2;0;26,83;18,89;0,00;29,59;53,66;37,78;37,78;53,66;37,78
Faturado parcial;361983-IMME8;9281187;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000608;MEDCENTRO;TO;7896004787725;37193;Naratriptana 2.5 mg Caixa 4 Comprimidos Revestidos;1;1;1;0;13,58;7,66;0,00;43,57;13,58;7,66;7,66;13,58;7,66
Cancelado;;9281274;2026-04-06;;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;NAZARIA;MA;7896004762319;11366;Gliclazida 30 mg Caixa 30 Comprimidos de Liberação Prolongada;1;0;0;1;22,76;7,77;0,00;0,00;22,76;7,77;0,00;0,00;0,00
Cancelado;;9281274;2026-04-06;;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;NAZARIA;MA;7896004701035;10090;Terbinafina 10 mg/g Bisnaga 20 g Creme;2;0;0;2;32,55;16,46;0,00;0,00;65,10;32,93;0,00;0,00;0,00
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004771199;11791;Aciclovir 50 mg/g Bisnaga 10 g Creme;1;1;1;0;24,81;5,88;0,00;76,28;24,81;5,88;5,88;24,81;5,88
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004700458;11037;Amoxicilina 250mg/5ml Frasco 150 ml Pó Para Suspensão Oral + Copo;1;1;1;0;25,69;9,76;0,00;62,01;25,69;9,76;9,76;25,69;9,76
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004719597;10690;Amoxicilina + Clavulanato 875+125 mg Caixa 14 Comprimidos Revestidos;1;1;1;0;145,76;46,03;0,00;68,42;145,76;46,03;46,03;145,76;46,03
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004758268;11485;Budesonida 32 mcg Frasco 120 Doses Suspensão Spray Nasal;2;2;2;0;22,59;13,72;0,00;39,25;45,18;27,45;27,45;45,18;27,45
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004772332;11118;Cloperastina 3.54 mg/ml Frasco 120 ml Xarope;1;1;1;0;18,23;13,79;0,00;24,38;18,23;13,79;13,79;18,23;13,79
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004718446;10039;Dipirona Monoidratada 500 mg/ml Frasco 20 ml Gotas;2;2;2;0;12,84;3,83;0,00;70,14;25,68;7,67;7,67;25,68;7,67
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004754949;11394;Duloxetina 30 mg Caixa 30 Cápsulas de Liberação Retardada;1;1;1;0;62,98;33,22;0,00;47,25;62,98;33,22;33,22;62,98;33,22
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004700526;11029;Enalapril 5 mg Caixa 30 Comprimidos;3;3;3;0;19,73;3,18;0,00;83,89;59,19;9,54;9,54;59,19;9,54
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004742076;11188;Esomeprazol Magnésico 40 mg Caixa 28 Comprimidos Revestidos Lib. Retardada;2;2;2;0;223,95;45,44;0,00;79,71;447,90;90,88;90,88;447,90;90,88
Faturado;361969-16LJT;9281275;2026-04-06;2026-04-07;Bússola - Representante;3726;MAURICIO BARROS DE AGUIAR / MAURICIO BARROS DE AGUIAR;33659604000870;MEDCENTRO;TO;7896004724577;10867;Gliclazida 30 mg Caixa 60 Comprimidos de Liberação Prolongada;1;1;1;0;33,05;17,34;0,00;47,52;33,05;17,34;17,34;33,05;17,34
